title,media,date,desc,link,Local,newtrititle,newtridesc
"['update', '4th', 'avenue', 'blocked', 'sodo', 'man', 'shot', 'bus']",West Seattle Blog...,2019-01-01 00:00:00,"['use', '4th', 'avenue', 'south', 'currently', 'closed', 'walker', 'added', 'saturday', 'evening', 'according', 'older', 'man', 'shot', 'younger', 'man']",https://westseattleblog.com/2019/01/traffic-alert-4th-avenue-s-blocked-in-sodo/,0,"[('update', '4th', 'avenue'), ('4th', 'avenue', 'blocked'), ('avenue', 'blocked', 'sodo'), ('blocked', 'sodo', 'man'), ('sodo', 'man', 'shot'), ('man', 'shot', 'bus')]","[('use', '4th', 'avenue'), ('4th', 'avenue', 'south'), ('avenue', 'south', 'currently'), ('south', 'currently', 'closed'), ('currently', 'closed', 'walker'), ('closed', 'walker', 'added'), ('walker', 'added', 'saturday'), ('added', 'saturday', 'evening'), ('saturday', 'evening', 'according'), ('evening', 'according', 'older'), ('according', 'older', 'man'), ('older', 'man', 'shot'), ('man', 'shot', 'younger'), ('shot', 'younger', 'man')]"
"['dispute', 'missing', 'evidence', 'bertha', 'breakdown', 'go', 'court']",MyNorthwest.com,2019-01-01 00:00:00,"['tunnel', 'partner', 'claim', 'bertha', 'required', '642', 'million', 'repair', 'struck', 'steel', 'pipe', 'december', '2013', 'state', 'adequately', 'disclose']",https://mynorthwest.com/1238071/bertha-missing-evidence-court-dispute/,0,"[('dispute', 'missing', 'evidence'), ('missing', 'evidence', 'bertha'), ('evidence', 'bertha', 'breakdown'), ('bertha', 'breakdown', 'go'), ('breakdown', 'go', 'court')]","[('tunnel', 'partner', 'claim'), ('partner', 'claim', 'bertha'), ('claim', 'bertha', 'required'), ('bertha', 'required', '642'), ('required', '642', 'million'), ('642', 'million', 'repair'), ('million', 'repair', 'struck'), ('repair', 'struck', 'steel'), ('struck', 'steel', 'pipe'), ('steel', 'pipe', 'december'), ('pipe', 'december', '2013'), ('december', '2013', 'state'), ('2013', 'state', 'adequately'), ('state', 'adequately', 'disclose')]"
"['kshama', 'sawant', 'file', 'election', 'city', 'council']",MyNorthwest.com,2019-01-01 00:00:00,"['2019', 'race', 'district', '3', 'seat', 'city', 'council', 'added', 'another', 'contender', 'incumbent', 'kshama', 'sawant']",https://mynorthwest.com/1244947/kshama-sawant-files-re-election-2019/,0,"[('kshama', 'sawant', 'file'), ('sawant', 'file', 'election'), ('file', 'election', 'city'), ('election', 'city', 'council')]","[('2019', 'race', 'district'), ('race', 'district', '3'), ('district', '3', 'seat'), ('3', 'seat', 'city'), ('seat', 'city', 'council'), ('city', 'council', 'added'), ('council', 'added', 'another'), ('added', 'another', 'contender'), ('another', 'contender', 'incumbent'), ('contender', 'incumbent', 'kshama'), ('incumbent', 'kshama', 'sawant')]"
"['3', 'arrested', 'death', 'homeless', 'man', 'found', 'tied', 'tree', 'everett']",The Seattle Times,2019-01-01 00:00:00,"['arrested', 'three', 'people', 'thursday', 'connection', 'death', 'everett', 'news', 'release', '33', 'year', 'old', 'everett', 'woman', 'man']",https://www.seattletimes.com/seattle-news/crime/three-arrested-in-everett-homicide-investigation/,0,"[('3', 'arrested', 'death'), ('arrested', 'death', 'homeless'), ('death', 'homeless', 'man'), ('homeless', 'man', 'found'), ('man', 'found', 'tied'), ('found', 'tied', 'tree'), ('tied', 'tree', 'everett')]","[('arrested', 'three', 'people'), ('three', 'people', 'thursday'), ('people', 'thursday', 'connection'), ('thursday', 'connection', 'death'), ('connection', 'death', 'everett'), ('death', 'everett', 'news'), ('everett', 'news', 'release'), ('news', 'release', '33'), ('release', '33', 'year'), ('33', 'year', 'old'), ('year', 'old', 'everett'), ('old', 'everett', 'woman'), ('everett', 'woman', 'man')]"
"['next', 'video', 'redmond', 'scrutiny']",Seattle Weekly,2019-01-01 00:00:00,"['bjorn', 'sarmiento', 'arrived', 'redmond', 'transit', 'center', 'north', 'jan', '16', 'friend', 'excited', 'spend', 'another', 'day', 'skateboarding']",https://www.seattleweekly.com/news/video-has-redmond-police-under-scrutiny/,0,"[('next', 'video', 'redmond'), ('video', 'redmond', 'scrutiny')]","[('bjorn', 'sarmiento', 'arrived'), ('sarmiento', 'arrived', 'redmond'), ('arrived', 'redmond', 'transit'), ('redmond', 'transit', 'center'), ('transit', 'center', 'north'), ('center', 'north', 'jan'), ('north', 'jan', '16'), ('jan', '16', 'friend'), ('16', 'friend', 'excited'), ('friend', 'excited', 'spend'), ('excited', 'spend', 'another'), ('spend', 'another', 'day'), ('another', 'day', 'skateboarding')]"
"['top', '10', 'read', 'article', '2018']",Northwest Asian Weekly,2019-01-01 00:00:00,"['young', 'jun', 'lim', 'one', 'three', 'additional', 'cop', 'seeing', 'recruiting', 'brochure']",https://nwasianweekly.com/2019/01/top-10-most-read-articles-of-2018/,0,"[('top', '10', 'read'), ('10', 'read', 'article'), ('read', 'article', '2018')]","[('young', 'jun', 'lim'), ('jun', 'lim', 'one'), ('lim', 'one', 'three'), ('one', 'three', 'additional'), ('three', 'additional', 'cop'), ('additional', 'cop', 'seeing'), ('cop', 'seeing', 'recruiting'), ('seeing', 'recruiting', 'brochure')]"
"['west', 'block', 'watch', 'captain', 'network', 'talk', 'safety']",West Seattle Blog...,2019-01-01 00:00:00,"['focus', 'emergency', 'preparedness', 'readiness', 'ensure', 'neighbor', 'know', 'take', 'care', 'connect', 'local', 'fire', 'medical', 'resource']",https://westseattleblog.com/2019/01/west-seattle-block-watch-captains-network-talks-safety-community-911-more/,0,"[('west', 'block', 'watch'), ('block', 'watch', 'captain'), ('watch', 'captain', 'network'), ('captain', 'network', 'talk'), ('network', 'talk', 'safety')]","[('focus', 'emergency', 'preparedness'), ('emergency', 'preparedness', 'readiness'), ('preparedness', 'readiness', 'ensure'), ('readiness', 'ensure', 'neighbor'), ('ensure', 'neighbor', 'know'), ('neighbor', 'know', 'take'), ('know', 'take', 'care'), ('take', 'care', 'connect'), ('care', 'connect', 'local'), ('connect', 'local', 'fire'), ('local', 'fire', 'medical'), ('fire', 'medical', 'resource')]"
"['man', 'remembered', 'devoted', 'father']",Real Change,2019-01-01 00:00:00,"['june', '2017', 'kent', 'shot', 'giovonn', 'joseph', 'mcdade', '20', 'already', 'begun']",https://www.realchangenews.org/news/2019/01/09/man-killed-seattle-police-remembered-devoted-father,0,"[('man', 'remembered', 'devoted'), ('remembered', 'devoted', 'father')]","[('june', '2017', 'kent'), ('2017', 'kent', 'shot'), ('kent', 'shot', 'giovonn'), ('shot', 'giovonn', 'joseph'), ('giovonn', 'joseph', 'mcdade'), ('joseph', 'mcdade', '20'), ('mcdade', '20', 'already'), ('20', 'already', 'begun')]"
"['24', 'year', 'old', 'south', 'man', 'victim', 'capitol', 'hill', 'deadly']",CHS Capitol Hill Seattle,2019-01-01 00:00:00,"['one', 'person', 'detained', 'questioned', 'arrest', 'asked', 'anybody', 'information', 'homicide', 'tip', 'line']",https://www.capitolhillseattle.com/2019/01/24-year-old-south-seattle-man-victim-in-capitol-hill-deadly-shooting/,0,"[('24', 'year', 'old'), ('year', 'old', 'south'), ('old', 'south', 'man'), ('south', 'man', 'victim'), ('man', 'victim', 'capitol'), ('victim', 'capitol', 'hill'), ('capitol', 'hill', 'deadly')]","[('one', 'person', 'detained'), ('person', 'detained', 'questioned'), ('detained', 'questioned', 'arrest'), ('questioned', 'arrest', 'asked'), ('arrest', 'asked', 'anybody'), ('asked', 'anybody', 'information'), ('anybody', 'information', 'homicide'), ('information', 'homicide', 'tip'), ('homicide', 'tip', 'line')]"
"['35th', 'sw', 'phase', '2', 'update', '3', 'intersection']",West Seattle Blog...,2019-01-01 00:00:00,"['notably', 'several', 'collision', 'report', 'coded', 'enough', 'information', 'dataset', 'team', 'working']",https://westseattleblog.com/2019/01/35th-sw-phase-2-updates-on-3-intersections/,0,"[('35th', 'sw', 'phase'), ('sw', 'phase', '2'), ('phase', '2', 'update'), ('2', 'update', '3'), ('update', '3', 'intersection')]","[('notably', 'several', 'collision'), ('several', 'collision', 'report'), ('collision', 'report', 'coded'), ('report', 'coded', 'enough'), ('coded', 'enough', 'information'), ('enough', 'information', 'dataset'), ('information', 'dataset', 'team'), ('dataset', 'team', 'working')]"
"['owner', 'foundation', 'nightclub', 'arrested', 'conspiracy', 'charge']",KOMO,2019-01-01 00:00:00,"['drug', 'purchased', 'employee', 'drug', 'dealer', 'introduced', 'undercover', 'employee', 'seized', '829']",https://komonews.com/news/local/owner-of-foundation-nightclub-arrested-on-conspiracy-charges,0,"[('owner', 'foundation', 'nightclub'), ('foundation', 'nightclub', 'arrested'), ('nightclub', 'arrested', 'conspiracy'), ('arrested', 'conspiracy', 'charge')]","[('drug', 'purchased', 'employee'), ('purchased', 'employee', 'drug'), ('employee', 'drug', 'dealer'), ('drug', 'dealer', 'introduced'), ('dealer', 'introduced', 'undercover'), ('introduced', 'undercover', 'employee'), ('undercover', 'employee', 'seized'), ('employee', 'seized', '829')]"
"['dori', 'vagrant', 'return', 'northgate', 'camp', 'week', 'pricey', 'cleanup']",MyNorthwest.com,2019-01-01 00:00:00,"['photo', 'courtesy', 'layoff', 'todd', 'herman', 'todd', 'herman', 'show', 'note', '7', '9', '2021', 'interim', 'chief', 'adrian', 'diaz']",https://mynorthwest.com/1245584/dori-vagrants-northgate-camp/,0,"[('dori', 'vagrant', 'return'), ('vagrant', 'return', 'northgate'), ('return', 'northgate', 'camp'), ('northgate', 'camp', 'week'), ('camp', 'week', 'pricey'), ('week', 'pricey', 'cleanup')]","[('photo', 'courtesy', 'layoff'), ('courtesy', 'layoff', 'todd'), ('layoff', 'todd', 'herman'), ('todd', 'herman', 'todd'), ('herman', 'todd', 'herman'), ('todd', 'herman', 'show'), ('herman', 'show', 'note'), ('show', 'note', '7'), ('note', '7', '9'), ('7', '9', '2021'), ('9', '2021', 'interim'), ('2021', 'interim', 'chief'), ('interim', 'chief', 'adrian'), ('chief', 'adrian', 'diaz')]"
"['project', 'street', 'camper', 'business', 'want', 'answer', 'city']",KOMO,2019-01-01 00:00:00,"['public', 'utility', 'traffic', 'enforcement', 'showed', 'monday', 'morning', 'camp', 'growing', 'size']",https://komonews.com/news/project-seattle/project-seattle-street-campers-businesses-want-answers-from-city,0,"[('project', 'street', 'camper'), ('street', 'camper', 'business'), ('camper', 'business', 'want'), ('business', 'want', 'answer'), ('want', 'answer', 'city')]","[('public', 'utility', 'traffic'), ('utility', 'traffic', 'enforcement'), ('traffic', 'enforcement', 'showed'), ('enforcement', 'showed', 'monday'), ('showed', 'monday', 'morning'), ('monday', 'morning', 'camp'), ('morning', 'camp', 'growing'), ('camp', 'growing', 'size')]"
"['report', 'two', 'coyote', 'ballard', 'got', 'drunk', 'craft', 'beer']",Seattle PI,2019-01-01 00:00:00,"['analysis', 'drawn', 'incident', 'report', 'filed', 'since', '2008', 'response', 'cataloged', 'beat', '17', 'geographic', 'designation']",https://www.seattlepi.com/seattlenews/article/Coyote-beer-drunk-animal-Seattle-My-Ballard-13555595.php,0,"[('report', 'two', 'coyote'), ('two', 'coyote', 'ballard'), ('coyote', 'ballard', 'got'), ('ballard', 'got', 'drunk'), ('got', 'drunk', 'craft'), ('drunk', 'craft', 'beer')]","[('analysis', 'drawn', 'incident'), ('drawn', 'incident', 'report'), ('incident', 'report', 'filed'), ('report', 'filed', 'since'), ('filed', 'since', '2008'), ('since', '2008', 'response'), ('2008', 'response', 'cataloged'), ('response', 'cataloged', 'beat'), ('cataloged', 'beat', '17'), ('beat', '17', 'geographic'), ('17', 'geographic', 'designation')]"
"['cold', 'operation', 'tsunami', 'designed', 'provoke', 'suspect', 'susan', 'powell', 'case']",MyNorthwest.com,2019-01-01 00:00:00,"['west', 'valley', 'city', 'investigating', '2009', 'disappearance', 'susan', 'cox', 'powell', 'exhausted', 'nearly', 'conventional', 'tactic', 'success']",https://mynorthwest.com/1252484/cold-operation-tsunami-designed-to-provoke-suspects-in-susan-powell-case/?,0,"[('cold', 'operation', 'tsunami'), ('operation', 'tsunami', 'designed'), ('tsunami', 'designed', 'provoke'), ('designed', 'provoke', 'suspect'), ('provoke', 'suspect', 'susan'), ('suspect', 'susan', 'powell'), ('susan', 'powell', 'case')]","[('west', 'valley', 'city'), ('valley', 'city', 'investigating'), ('city', 'investigating', '2009'), ('investigating', '2009', 'disappearance'), ('2009', 'disappearance', 'susan'), ('disappearance', 'susan', 'cox'), ('susan', 'cox', 'powell'), ('cox', 'powell', 'exhausted'), ('powell', 'exhausted', 'nearly'), ('exhausted', 'nearly', 'conventional'), ('nearly', 'conventional', 'tactic'), ('conventional', 'tactic', 'success')]"
"['berlin', 'seize', '3', 'hitler', 'painting', 'possible', 'fake']",The Seattle Times,2019-01-01 00:00:00,"['spokesman', 'martin', 'halweg', 'friday', 'painting', 'seized', 'auction', 'house', 'german', 'capital', 'berlin', 'received']",https://www.seattletimes.com/entertainment/berlin-police-seize-3-hitler-paintings-as-possible-fakes/,0,"[('berlin', 'seize', '3'), ('seize', '3', 'hitler'), ('3', 'hitler', 'painting'), ('hitler', 'painting', 'possible'), ('painting', 'possible', 'fake')]","[('spokesman', 'martin', 'halweg'), ('martin', 'halweg', 'friday'), ('halweg', 'friday', 'painting'), ('friday', 'painting', 'seized'), ('painting', 'seized', 'auction'), ('seized', 'auction', 'house'), ('auction', 'house', 'german'), ('house', 'german', 'capital'), ('german', 'capital', 'berlin'), ('capital', 'berlin', 'received')]"
"['second', 'trial', 'begin', 'brother', 'accused', 'fatal', 'jungle', 'shooting', '2016']",The Seattle Times,2019-01-01 00:00:00,"['also', 'paid', '700', 'exchange', 'help', 'norman', 'norman', 'criticized', 'investigation']",https://www.seattletimes.com/seattle-news/crime/second-trial-begins-for-brothers-accused-of-fatal-jungle-shootings-in-2016/,0,"[('second', 'trial', 'begin'), ('trial', 'begin', 'brother'), ('begin', 'brother', 'accused'), ('brother', 'accused', 'fatal'), ('accused', 'fatal', 'jungle'), ('fatal', 'jungle', 'shooting'), ('jungle', 'shooting', '2016')]","[('also', 'paid', '700'), ('paid', '700', 'exchange'), ('700', 'exchange', 'help'), ('exchange', 'help', 'norman'), ('help', 'norman', 'norman'), ('norman', 'norman', 'criticized'), ('norman', 'criticized', 'investigation')]"
"['urban', 'indigenous', 'community', 'push', 'action', 'address']",Seattle Weekly,2019-01-01 00:00:00,"['contacted', 'mother', 'remained', 'missing', 'day', 'later', '21', 'daybreak', 'star', 'indian', 'cultural', 'center', 'wsp']",https://www.seattleweekly.com/news/urban-indigenous-communities-push-for-action-to-address-violence-against-women/,0,"[('urban', 'indigenous', 'community'), ('indigenous', 'community', 'push'), ('community', 'push', 'action'), ('push', 'action', 'address')]","[('contacted', 'mother', 'remained'), ('mother', 'remained', 'missing'), ('remained', 'missing', 'day'), ('missing', 'day', 'later'), ('day', 'later', '21'), ('later', '21', 'daybreak'), ('21', 'daybreak', 'star'), ('daybreak', 'star', 'indian'), ('star', 'indian', 'cultural'), ('indian', 'cultural', 'center'), ('cultural', 'center', 'wsp')]"
"['arrest', 'two', 'teen', 'suspected', 'stealing', 'gun', 'lynnwood', 'gun', 'store']",KIRO-TV,2019-01-01 00:00:00,"['lynwood', 'received', 'support', 'edmonds', 'everett', 'search', 'suspect', 'cox', 'medium', 'group']",https://www.kiro7.com/news/local/police-arrest-two-teens-suspected-of-stealing-guns-from-lynnwood-gun-store/900703804/,0,"[('arrest', 'two', 'teen'), ('two', 'teen', 'suspected'), ('teen', 'suspected', 'stealing'), ('suspected', 'stealing', 'gun'), ('stealing', 'gun', 'lynnwood'), ('gun', 'lynnwood', 'gun'), ('lynnwood', 'gun', 'store')]","[('lynwood', 'received', 'support'), ('received', 'support', 'edmonds'), ('support', 'edmonds', 'everett'), ('edmonds', 'everett', 'search'), ('everett', 'search', 'suspect'), ('search', 'suspect', 'cox'), ('suspect', 'cox', 'medium'), ('cox', 'medium', 'group')]"
"['broken', 'grandfather', 'want', 'answer', 'teen', 'shot', 'death', 'walmart', 'parking', 'lot']",KIRO-TV,2019-01-01 00:00:00,"['renton', 'told', 'kiro', '7', 'monday', 'arrest', 'additional', 'detail', 'would', 'released', 'yet', 'avoid', 'jeopardizing']",https://www.kiro7.com/news/local/were-just-broken-grandfather-wants-answers-after-teen-shot-to-death-in-walmart-parking-lot/908136033/,0,"[('broken', 'grandfather', 'want'), ('grandfather', 'want', 'answer'), ('want', 'answer', 'teen'), ('answer', 'teen', 'shot'), ('teen', 'shot', 'death'), ('shot', 'death', 'walmart'), ('death', 'walmart', 'parking'), ('walmart', 'parking', 'lot')]","[('renton', 'told', 'kiro'), ('told', 'kiro', '7'), ('kiro', '7', 'monday'), ('7', 'monday', 'arrest'), ('monday', 'arrest', 'additional'), ('arrest', 'additional', 'detail'), ('additional', 'detail', 'would'), ('detail', 'would', 'released'), ('would', 'released', 'yet'), ('released', 'yet', 'avoid'), ('yet', 'avoid', 'jeopardizing')]"
"['blaine', 'teacher', 'accused', 'kicking', 'student', 'acted']",KIRO-TV,2019-01-01 00:00:00,"['teacher', 'arrested', 'kicking', '7', 'year', 'old', 'student', 'disability', 'acting', 'class', 'according', 'blaine']",https://www.kiro7.com/news/local/blaine-teacher-accused-of-kicking-student-who-acted-out/912809679/,0,"[('blaine', 'teacher', 'accused'), ('teacher', 'accused', 'kicking'), ('accused', 'kicking', 'student'), ('kicking', 'student', 'acted')]","[('teacher', 'arrested', 'kicking'), ('arrested', 'kicking', '7'), ('kicking', '7', 'year'), ('7', 'year', 'old'), ('year', 'old', 'student'), ('old', 'student', 'disability'), ('student', 'disability', 'acting'), ('disability', 'acting', 'class'), ('acting', 'class', 'according'), ('class', 'according', 'blaine')]"
"['ocean', 'shore', 'free', 'seal', 'trapped', 'fishing', 'net']",KING 5,2019-01-01 00:00:00,"['working', 'ocean', 'shore', '14', 'year', 'sgt', 'kyle', 'watson', 'responded', 'kind', 'call', 'help']",https://www.king5.com/article/news/local/ocean-shores-pd-officers-free-seal-from-netting/281-6aea5e6b-d93e-4b8c-8059-a784c3016e62,0,"[('ocean', 'shore', 'free'), ('shore', 'free', 'seal'), ('free', 'seal', 'trapped'), ('seal', 'trapped', 'fishing'), ('trapped', 'fishing', 'net')]","[('working', 'ocean', 'shore'), ('ocean', 'shore', '14'), ('shore', '14', 'year'), ('14', 'year', 'sgt'), ('year', 'sgt', 'kyle'), ('sgt', 'kyle', 'watson'), ('kyle', 'watson', 'responded'), ('watson', 'responded', 'kind'), ('responded', 'kind', 'call'), ('kind', 'call', 'help')]"
